part_id_1,part_id_2,part_num_1,part_num_2,connected
0,1,6112,6112,0
0,2,6112,30000,1
0,3,6112,30000,1
0,4,6112,2877,0
0,5,6112,3660,0
0,6,6112,30000,1
0,7,6112,30000,1
0,8,6112,30000,1
0,9,6112,6565,0
0,10,6112,6564,1
0,11,6112,20006,0
0,12,6112,3003,1
0,13,6112,6565,1
0,14,6112,6564,0
0,15,6112,2877,1
0,16,6112,3020,1
0,17,6112,2412b,0
0,18,6112,3023,0
0,19,6112,3023,0
0,20,6112,3039,0
0,21,6112,3039,0
0,22,6112,3003,0
0,23,6112,4070,0
0,24,6112,4070,0
0,25,6112,3794b,0
0,26,6112,43723,0
0,27,6112,43722,0
0,28,6112,3710,0
0,29,6112,32000,0
0,30,6112,32000,0
0,31,6112,4274,0
0,32,6112,4274,0
0,33,6112,4274,0
0,34,6112,4274,0
0,35,6112,32001,0
0,36,6112,43711,0
0,37,6112,43710,0
0,38,6112,20006,0
0,39,6112,20006,0
0,40,6112,3062b,0
0,41,6112,3062b,0
0,42,6112,4697a,0
0,43,6112,4697a,0
0,44,6112,4032a,0
0,45,6112,4599a,0
0,46,6112,4592,0
0,47,6112,4593,0
0,48,6112,3957a,0
0,49,6112,3062b,0
0,50,6112,55981,0
0,51,6112,55981,0
0,52,6112,55981,0
0,53,6112,55981,0
0,54,6112,55981,0
0,55,6112,55981,0
0,56,6112,55981,0
0,57,6112,55981,0
0,58,6112,55981,0
0,59,6112,55981,0
0,60,6112,6232,1
0,61,6112,3701,0
0,62,6112,3037,0
0,63,6112,3069b,0
0,64,6112,30162,0
0,65,6112,3037,0
0,66,6112,3069b,0
0,67,6112,30162,0
1,2,6112,30000,1
1,3,6112,30000,1
1,4,6112,2877,0
1,5,6112,3660,0
1,6,6112,30000,1
1,7,6112,30000,1
1,8,6112,30000,1
1,9,6112,6565,1
1,10,6112,6564,0
1,11,6112,20006,0
1,12,6112,3003,1
1,13,6112,6565,0
1,14,6112,6564,1
1,15,6112,2877,1
1,16,6112,3020,1
1,17,6112,2412b,0
1,18,6112,3023,0
1,19,6112,3023,0
1,20,6112,3039,0
1,21,6112,3039,0
1,22,6112,3003,0
1,23,6112,4070,0
1,24,6112,4070,0
1,25,6112,3794b,0
1,26,6112,43723,0
1,27,6112,43722,0
1,28,6112,3710,0
1,29,6112,32000,0
1,30,6112,32000,0
1,31,6112,4274,0
1,32,6112,4274,0
1,33,6112,4274,0
1,34,6112,4274,0
1,35,6112,32001,0
1,36,6112,43711,0
1,37,6112,43710,0
1,38,6112,20006,0
1,39,6112,20006,0
1,40,6112,3062b,0
1,41,6112,3062b,0
1,42,6112,4697a,0
1,43,6112,4697a,0
1,44,6112,4032a,0
1,45,6112,4599a,0
1,46,6112,4592,0
1,47,6112,4593,0
1,48,6112,3957a,0
1,49,6112,3062b,0
1,50,6112,55981,0
1,51,6112,55981,0
1,52,6112,55981,0
1,53,6112,55981,0
1,54,6112,55981,0
1,55,6112,55981,0
1,56,6112,55981,0
1,57,6112,55981,0
1,58,6112,55981,0
1,59,6112,55981,0
1,60,6112,6232,1
1,61,6112,3701,0
1,62,6112,3037,0
1,63,6112,3069b,0
1,64,6112,30162,0
1,65,6112,3037,0
1,66,6112,3069b,0
1,67,6112,30162,0
2,3,30000,30000,0
2,4,30000,2877,0
2,5,30000,3660,1
2,6,30000,30000,0
2,7,30000,30000,0
2,8,30000,30000,0
2,9,30000,6565,0
2,10,30000,6564,0
2,11,30000,20006,0
2,12,30000,3003,0
2,13,30000,6565,0
2,14,30000,6564,0
2,15,30000,2877,0
2,16,30000,3020,0
2,17,30000,2412b,0
2,18,30000,3023,0
2,19,30000,3023,0
2,20,30000,3039,0
2,21,30000,3039,0
2,22,30000,3003,0
2,23,30000,4070,0
2,24,30000,4070,0
2,25,30000,3794b,0
2,26,30000,43723,0
2,27,30000,43722,0
2,28,30000,3710,0
2,29,30000,32000,0
2,30,30000,32000,0
2,31,30000,4274,0
2,32,30000,4274,0
2,33,30000,4274,0
2,34,30000,4274,0
2,35,30000,32001,0
2,36,30000,43711,0
2,37,30000,43710,0
2,38,30000,20006,0
2,39,30000,20006,0
2,40,30000,3062b,0
2,41,30000,3062b,0
2,42,30000,4697a,0
2,43,30000,4697a,0
2,44,30000,4032a,0
2,45,30000,4599a,0
2,46,30000,4592,0
2,47,30000,4593,0
2,48,30000,3957a,0
2,49,30000,3062b,0
2,50,30000,55981,1
2,51,30000,55981,0
2,52,30000,55981,0
2,53,30000,55981,0
2,54,30000,55981,0
2,55,30000,55981,0
2,56,30000,55981,0
2,57,30000,55981,0
2,58,30000,55981,0
2,59,30000,55981,1
2,60,30000,6232,0
2,61,30000,3701,0
2,62,30000,3037,0
2,63,30000,3069b,0
2,64,30000,30162,0
2,65,30000,3037,0
2,66,30000,3069b,0
2,67,30000,30162,0
3,4,30000,2877,1
3,5,30000,3660,0
3,6,30000,30000,0
3,7,30000,30000,0
3,8,30000,30000,0
3,9,30000,6565,0
3,10,30000,6564,0
3,11,30000,20006,0
3,12,30000,3003,0
3,13,30000,6565,0
3,14,30000,6564,0
3,15,30000,2877,0
3,16,30000,3020,0
3,17,30000,2412b,0
3,18,30000,3023,0
3,19,30000,3023,0
3,20,30000,3039,0
3,21,30000,3039,0
3,22,30000,3003,0
3,23,30000,4070,0
3,24,30000,4070,0
3,25,30000,3794b,0
3,26,30000,43723,0
3,27,30000,43722,0
3,28,30000,3710,0
3,29,30000,32000,0
3,30,30000,32000,0
3,31,30000,4274,0
3,32,30000,4274,0
3,33,30000,4274,0
3,34,30000,4274,0
3,35,30000,32001,0
3,36,30000,43711,0
3,37,30000,43710,0
3,38,30000,20006,0
3,39,30000,20006,0
3,40,30000,3062b,0
3,41,30000,3062b,0
3,42,30000,4697a,0
3,43,30000,4697a,0
3,44,30000,4032a,0
3,45,30000,4599a,0
3,46,30000,4592,0
3,47,30000,4593,0
3,48,30000,3957a,0
3,49,30000,3062b,0
3,50,30000,55981,0
3,51,30000,55981,0
3,52,30000,55981,0
3,53,30000,55981,0
3,54,30000,55981,1
3,55,30000,55981,1
3,56,30000,55981,0
3,57,30000,55981,0
3,58,30000,55981,0
3,59,30000,55981,0
3,60,30000,6232,0
3,61,30000,3701,0
3,62,30000,3037,0
3,63,30000,3069b,0
3,64,30000,30162,0
3,65,30000,3037,0
3,66,30000,3069b,0
3,67,30000,30162,0
4,5,2877,3660,0
4,6,2877,30000,0
4,7,2877,30000,0
4,8,2877,30000,0
4,9,2877,6565,0
4,10,2877,6564,0
4,11,2877,20006,0
4,12,2877,3003,0
4,13,2877,6565,0
4,14,2877,6564,0
4,15,2877,2877,0
4,16,2877,3020,1
4,17,2877,2412b,0
4,18,2877,3023,0
4,19,2877,3023,0
4,20,2877,3039,0
4,21,2877,3039,0
4,22,2877,3003,0
4,23,2877,4070,0
4,24,2877,4070,0
4,25,2877,3794b,0
4,26,2877,43723,0
4,27,2877,43722,0
4,28,2877,3710,0
4,29,2877,32000,0
4,30,2877,32000,0
4,31,2877,4274,0
4,32,2877,4274,0
4,33,2877,4274,0
4,34,2877,4274,0
4,35,2877,32001,0
4,36,2877,43711,0
4,37,2877,43710,0
4,38,2877,20006,0
4,39,2877,20006,0
4,40,2877,3062b,0
4,41,2877,3062b,0
4,42,2877,4697a,0
4,43,2877,4697a,0
4,44,2877,4032a,0
4,45,2877,4599a,0
4,46,2877,4592,0
4,47,2877,4593,0
4,48,2877,3957a,0
4,49,2877,3062b,0
4,50,2877,55981,0
4,51,2877,55981,0
4,52,2877,55981,0
4,53,2877,55981,0
4,54,2877,55981,0
4,55,2877,55981,0
4,56,2877,55981,0
4,57,2877,55981,0
4,58,2877,55981,0
4,59,2877,55981,0
4,60,2877,6232,0
4,61,2877,3701,0
4,62,2877,3037,0
4,63,2877,3069b,0
4,64,2877,30162,0
4,65,2877,3037,0
4,66,2877,3069b,0
4,67,2877,30162,0
5,6,3660,30000,0
5,7,3660,30000,0
5,8,3660,30000,0
5,9,3660,6565,0
5,10,3660,6564,0
5,11,3660,20006,0
5,12,3660,3003,0
5,13,3660,6565,0
5,14,3660,6564,0
5,15,3660,2877,0
5,16,3660,3020,0
5,17,3660,2412b,0
5,18,3660,3023,0
5,19,3660,3023,0
5,20,3660,3039,0
5,21,3660,3039,0
5,22,3660,3003,0
5,23,3660,4070,0
5,24,3660,4070,0
5,25,3660,3794b,0
5,26,3660,43723,0
5,27,3660,43722,0
5,28,3660,3710,0
5,29,3660,32000,0
5,30,3660,32000,0
5,31,3660,4274,0
5,32,3660,4274,0
5,33,3660,4274,0
5,34,3660,4274,0
5,35,3660,32001,0
5,36,3660,43711,0
5,37,3660,43710,0
5,38,3660,20006,0
5,39,3660,20006,0
5,40,3660,3062b,0
5,41,3660,3062b,0
5,42,3660,4697a,0
5,43,3660,4697a,0
5,44,3660,4032a,0
5,45,3660,4599a,0
5,46,3660,4592,0
5,47,3660,4593,0
5,48,3660,3957a,0
5,49,3660,3062b,0
5,50,3660,55981,0
5,51,3660,55981,0
5,52,3660,55981,0
5,53,3660,55981,0
5,54,3660,55981,0
5,55,3660,55981,0
5,56,3660,55981,0
5,57,3660,55981,0
5,58,3660,55981,0
5,59,3660,55981,0
5,60,3660,6232,0
5,61,3660,3701,0
5,62,3660,3037,0
5,63,3660,3069b,0
5,64,3660,30162,0
5,65,3660,3037,0
5,66,3660,3069b,0
5,67,3660,30162,0
6,7,30000,30000,0
6,8,30000,30000,0
6,9,30000,6565,0
6,10,30000,6564,0
6,11,30000,20006,0
6,12,30000,3003,0
6,13,30000,6565,0
6,14,30000,6564,0
6,15,30000,2877,0
6,16,30000,3020,0
6,17,30000,2412b,0
6,18,30000,3023,0
6,19,30000,3023,0
6,20,30000,3039,0
6,21,30000,3039,0
6,22,30000,3003,0
6,23,30000,4070,0
6,24,30000,4070,0
6,25,30000,3794b,0
6,26,30000,43723,0
6,27,30000,43722,0
6,28,30000,3710,0
6,29,30000,32000,0
6,30,30000,32000,0
6,31,30000,4274,0
6,32,30000,4274,0
6,33,30000,4274,0
6,34,30000,4274,0
6,35,30000,32001,0
6,36,30000,43711,0
6,37,30000,43710,0
6,38,30000,20006,0
6,39,30000,20006,0
6,40,30000,3062b,0
6,41,30000,3062b,0
6,42,30000,4697a,0
6,43,30000,4697a,0
6,44,30000,4032a,0
6,45,30000,4599a,0
6,46,30000,4592,0
6,47,30000,4593,0
6,48,30000,3957a,0
6,49,30000,3062b,0
6,50,30000,55981,0
6,51,30000,55981,0
6,52,30000,55981,0
6,53,30000,55981,1
6,54,30000,55981,0
6,55,30000,55981,0
6,56,30000,55981,1
6,57,30000,55981,0
6,58,30000,55981,0
6,59,30000,55981,0
6,60,30000,6232,0
6,61,30000,3701,0
6,62,30000,3037,0
6,63,30000,3069b,0
6,64,30000,30162,0
6,65,30000,3037,0
6,66,30000,3069b,0
6,67,30000,30162,0
7,8,30000,30000,0
7,9,30000,6565,0
7,10,30000,6564,0
7,11,30000,20006,0
7,12,30000,3003,0
7,13,30000,6565,0
7,14,30000,6564,0
7,15,30000,2877,0
7,16,30000,3020,0
7,17,30000,2412b,0
7,18,30000,3023,0
7,19,30000,3023,0
7,20,30000,3039,0
7,21,30000,3039,0
7,22,30000,3003,0
7,23,30000,4070,0
7,24,30000,4070,0
7,25,30000,3794b,0
7,26,30000,43723,0
7,27,30000,43722,0
7,28,30000,3710,0
7,29,30000,32000,0
7,30,30000,32000,0
7,31,30000,4274,0
7,32,30000,4274,0
7,33,30000,4274,0
7,34,30000,4274,0
7,35,30000,32001,0
7,36,30000,43711,0
7,37,30000,43710,0
7,38,30000,20006,0
7,39,30000,20006,0
7,40,30000,3062b,0
7,41,30000,3062b,0
7,42,30000,4697a,0
7,43,30000,4697a,0
7,44,30000,4032a,0
7,45,30000,4599a,0
7,46,30000,4592,0
7,47,30000,4593,0
7,48,30000,3957a,0
7,49,30000,3062b,0
7,50,30000,55981,0
7,51,30000,55981,0
7,52,30000,55981,1
7,53,30000,55981,0
7,54,30000,55981,0
7,55,30000,55981,0
7,56,30000,55981,0
7,57,30000,55981,1
7,58,30000,55981,0
7,59,30000,55981,0
7,60,30000,6232,0
7,61,30000,3701,0
7,62,30000,3037,0
7,63,30000,3069b,0
7,64,30000,30162,0
7,65,30000,3037,0
7,66,30000,3069b,0
7,67,30000,30162,0
8,9,30000,6565,0
8,10,30000,6564,0
8,11,30000,20006,0
8,12,30000,3003,0
8,13,30000,6565,0
8,14,30000,6564,0
8,15,30000,2877,0
8,16,30000,3020,0
8,17,30000,2412b,0
8,18,30000,3023,0
8,19,30000,3023,0
8,20,30000,3039,0
8,21,30000,3039,0
8,22,30000,3003,0
8,23,30000,4070,0
8,24,30000,4070,0
8,25,30000,3794b,0
8,26,30000,43723,0
8,27,30000,43722,0
8,28,30000,3710,0
8,29,30000,32000,0
8,30,30000,32000,0
8,31,30000,4274,0
8,32,30000,4274,0
8,33,30000,4274,0
8,34,30000,4274,0
8,35,30000,32001,0
8,36,30000,43711,0
8,37,30000,43710,0
8,38,30000,20006,0
8,39,30000,20006,0
8,40,30000,3062b,0
8,41,30000,3062b,0
8,42,30000,4697a,0
8,43,30000,4697a,0
8,44,30000,4032a,0
8,45,30000,4599a,0
8,46,30000,4592,0
8,47,30000,4593,0
8,48,30000,3957a,0
8,49,30000,3062b,0
8,50,30000,55981,0
8,51,30000,55981,1
8,52,30000,55981,0
8,53,30000,55981,0
8,54,30000,55981,0
8,55,30000,55981,0
8,56,30000,55981,0
8,57,30000,55981,0
8,58,30000,55981,1
8,59,30000,55981,0
8,60,30000,6232,0
8,61,30000,3701,0
8,62,30000,3037,0
8,63,30000,3069b,0
8,64,30000,30162,0
8,65,30000,3037,0
8,66,30000,3069b,0
8,67,30000,30162,0
9,10,6565,6564,0
9,11,6565,20006,0
9,12,6565,3003,0
9,13,6565,6565,0
9,14,6565,6564,0
9,15,6565,2877,0
9,16,6565,3020,0
9,17,6565,2412b,0
9,18,6565,3023,0
9,19,6565,3023,0
9,20,6565,3039,0
9,21,6565,3039,0
9,22,6565,3003,0
9,23,6565,4070,0
9,24,6565,4070,0
9,25,6565,3794b,0
9,26,6565,43723,1
9,27,6565,43722,0
9,28,6565,3710,0
9,29,6565,32000,0
9,30,6565,32000,0
9,31,6565,4274,0
9,32,6565,4274,0
9,33,6565,4274,0
9,34,6565,4274,0
9,35,6565,32001,0
9,36,6565,43711,0
9,37,6565,43710,0
9,38,6565,20006,0
9,39,6565,20006,0
9,40,6565,3062b,0
9,41,6565,3062b,0
9,42,6565,4697a,0
9,43,6565,4697a,0
9,44,6565,4032a,0
9,45,6565,4599a,0
9,46,6565,4592,0
9,47,6565,4593,0
9,48,6565,3957a,0
9,49,6565,3062b,0
9,50,6565,55981,0
9,51,6565,55981,0
9,52,6565,55981,0
9,53,6565,55981,0
9,54,6565,55981,0
9,55,6565,55981,0
9,56,6565,55981,0
9,57,6565,55981,0
9,58,6565,55981,0
9,59,6565,55981,0
9,60,6565,6232,0
9,61,6565,3701,0
9,62,6565,3037,0
9,63,6565,3069b,0
9,64,6565,30162,0
9,65,6565,3037,0
9,66,6565,3069b,0
9,67,6565,30162,0
10,11,6564,20006,0
10,12,6564,3003,0
10,13,6564,6565,0
10,14,6564,6564,0
10,15,6564,2877,0
10,16,6564,3020,0
10,17,6564,2412b,0
10,18,6564,3023,0
10,19,6564,3023,0
10,20,6564,3039,0
10,21,6564,3039,0
10,22,6564,3003,0
10,23,6564,4070,0
10,24,6564,4070,0
10,25,6564,3794b,0
10,26,6564,43723,0
10,27,6564,43722,1
10,28,6564,3710,0
10,29,6564,32000,0
10,30,6564,32000,0
10,31,6564,4274,0
10,32,6564,4274,0
10,33,6564,4274,0
10,34,6564,4274,0
10,35,6564,32001,0
10,36,6564,43711,0
10,37,6564,43710,0
10,38,6564,20006,0
10,39,6564,20006,0
10,40,6564,3062b,0
10,41,6564,3062b,0
10,42,6564,4697a,0
10,43,6564,4697a,0
10,44,6564,4032a,0
10,45,6564,4599a,0
10,46,6564,4592,0
10,47,6564,4593,0
10,48,6564,3957a,0
10,49,6564,3062b,0
10,50,6564,55981,0
10,51,6564,55981,0
10,52,6564,55981,0
10,53,6564,55981,0
10,54,6564,55981,0
10,55,6564,55981,0
10,56,6564,55981,0
10,57,6564,55981,0
10,58,6564,55981,0
10,59,6564,55981,0
10,60,6564,6232,0
10,61,6564,3701,0
10,62,6564,3037,0
10,63,6564,3069b,0
10,64,6564,30162,0
10,65,6564,3037,0
10,66,6564,3069b,0
10,67,6564,30162,0
11,12,20006,3003,0
11,13,20006,6565,0
11,14,20006,6564,0
11,15,20006,2877,0
11,16,20006,3020,0
11,17,20006,2412b,0
11,18,20006,3023,0
11,19,20006,3023,0
11,20,20006,3039,0
11,21,20006,3039,0
11,22,20006,3003,0
11,23,20006,4070,0
11,24,20006,4070,0
11,25,20006,3794b,0
11,26,20006,43723,0
11,27,20006,43722,0
11,28,20006,3710,0
11,29,20006,32000,0
11,30,20006,32000,0
11,31,20006,4274,0
11,32,20006,4274,0
11,33,20006,4274,0
11,34,20006,4274,0
11,35,20006,32001,0
11,36,20006,43711,0
11,37,20006,43710,0
11,38,20006,20006,0
11,39,20006,20006,0
11,40,20006,3062b,0
11,41,20006,3062b,0
11,42,20006,4697a,0
11,43,20006,4697a,0
11,44,20006,4032a,0
11,45,20006,4599a,0
11,46,20006,4592,0
11,47,20006,4593,0
11,48,20006,3957a,0
11,49,20006,3062b,0
11,50,20006,55981,0
11,51,20006,55981,0
11,52,20006,55981,0
11,53,20006,55981,0
11,54,20006,55981,0
11,55,20006,55981,0
11,56,20006,55981,0
11,57,20006,55981,0
11,58,20006,55981,0
11,59,20006,55981,0
11,60,20006,6232,0
11,61,20006,3701,0
11,62,20006,3037,0
11,63,20006,3069b,0
11,64,20006,30162,0
11,65,20006,3037,0
11,66,20006,3069b,0
11,67,20006,30162,0
12,13,3003,6565,0
12,14,3003,6564,0
12,15,3003,2877,0
12,16,3003,3020,0
12,17,3003,2412b,0
12,18,3003,3023,0
12,19,3003,3023,0
12,20,3003,3039,0
12,21,3003,3039,0
12,22,3003,3003,0
12,23,3003,4070,0
12,24,3003,4070,0
12,25,3003,3794b,0
12,26,3003,43723,0
12,27,3003,43722,0
12,28,3003,3710,0
12,29,3003,32000,1
12,30,3003,32000,1
12,31,3003,4274,0
12,32,3003,4274,0
12,33,3003,4274,0
12,34,3003,4274,0
12,35,3003,32001,0
12,36,3003,43711,0
12,37,3003,43710,0
12,38,3003,20006,0
12,39,3003,20006,0
12,40,3003,3062b,0
12,41,3003,3062b,0
12,42,3003,4697a,0
12,43,3003,4697a,0
12,44,3003,4032a,0
12,45,3003,4599a,0
12,46,3003,4592,0
12,47,3003,4593,0
12,48,3003,3957a,0
12,49,3003,3062b,0
12,50,3003,55981,0
12,51,3003,55981,0
12,52,3003,55981,0
12,53,3003,55981,0
12,54,3003,55981,0
